unique.id,reference.number,year,division,family.publication,genus.publication,binomial.publication,family.resolved,genus.resolved,binomial.resolved,growth.form,tissue,position,dead.alive,decay.class,cwd.diameter,cwd.length,tissue.c,variation.tissue.c,volatile.c,variation.volatile.c,drying.method,drying.temperature.avg,drying.duration.hrs,analytical.instrument,sample.handling,biome,biome.whittaker,region,country,latitude,longitude,latitude.r,longitude.r,mat.pub,map.pub,elev,bio.MAT,bio.MDR,bio.isothermality,bio.temp_seasonality,bio.maxtemp,bio.mintemp,bio.temp_annual_range,bio.mean_temp_wettest_quarter,bio.mean_temp_driest_quarter,bio.mean_temp_warmest_quarter,bio.mean_temp_coldest_quarter,bio.MAP,bio.prec_wettest_month,bio.prec_driest_month,bio.prec_seasonality,bio.prec_wettest_quarter,bio.prec_driest_quarter,bio.prec_warmest_quarter,bio.prec_coldest_quarter,temp.Jan,temp.Feb,temp.Mar,temp.Apr,temp.May,temp.Jun,temp.Jul,temp.Aug,temp.Sep,temp.Oct,temp.Nov,temp.Dec,prec.Jan,prec.Feb,prec.Mar,prec.Apr,prec.May,prec.Jun,prec.Jul,prec.Aug,prec.Sep,prec.Oct,prec.Nov,prec.Dec,compilation,notes
34,3,2003,angiosperm,Rubiaceae,Antirrhoea,Antirrhoea_trichantha,Rubiaceae,Pittoniotis,Pittoniotis_trichantha,tree,stem,standing,alive,live,NA,NA,45.3,NA,NA,NA,conventional_drying,NA,NA,elemental_analyzer_CHN_EA_1108_FISONS,cores_ground,tropical,Tropical seasonal forest/savanna,South_America,Panama,9.0743¡ N,79.6598¡ W,9.0743,-79.6598,28,3500,101,26.33749962,6.291666508,74.90077972,67.59255219,30.70000076,22.29999924,8.400001526,25.73333359,26.51666641,27.28333282,25.63333321,2294,388,10,69.21407318,1004,61,333,819,25.89999962,26.39999962,27.20000076,27.60000038,27.10000038,26.20000076,26.70000076,26.20000076,25.79999924,25.79999924,25.5,25.5,37,10,14,81,238,272,231,297,295,388,321,110,Thomas and Martin 2012 Forests,NA
35,3,2003,angiosperm,Moraceae,Poulsenia,Poulsenia_armata,Moraceae,Poulsenia,Poulsenia_armata,tree,stem,standing,alive,live,NA,NA,46.3,NA,NA,NA,conventional_drying,NA,NA,elemental_analyzer_CHN_EA_1108_FISONS,cores_ground,tropical,Tropical seasonal forest/savanna,South_America,Panama,9.0743¡ N,79.6598¡ W,9.0743,-79.6598,28,3500,101,26.33749962,6.291666508,74.90077972,67.59255219,30.70000076,22.29999924,8.400001526,25.73333359,26.51666641,27.28333282,25.63333321,2294,388,10,69.21407318,1004,61,333,819,25.89999962,26.39999962,27.20000076,27.60000038,27.10000038,26.20000076,26.70000076,26.20000076,25.79999924,25.79999924,25.5,25.5,37,10,14,81,238,272,231,297,295,388,321,110,Thomas and Martin 2012 Forests,NA
36,3,2003,angiosperm,Burseraceae,Protium,Protium_tenuifolium,Burseraceae,Protium,Protium_tenuifolium,tree,stem,standing,alive,live,NA,NA,47.5,NA,NA,NA,conventional_drying,NA,NA,elemental_analyzer_CHN_EA_1108_FISONS,cores_ground,tropical,Tropical seasonal forest/savanna,South_America,Panama,9.0743¡ N,79.6598¡ W,9.0743,-79.6598,28,3500,101,26.33749962,6.291666508,74.90077972,67.59255219,30.70000076,22.29999924,8.400001526,25.73333359,26.51666641,27.28333282,25.63333321,2294,388,10,69.21407318,1004,61,333,819,25.89999962,26.39999962,27.20000076,27.60000038,27.10000038,26.20000076,26.70000076,26.20000076,25.79999924,25.79999924,25.5,25.5,37,10,14,81,238,272,231,297,295,388,321,110,Thomas and Martin 2012 Forests,NA
37,3,2003,angiosperm,Simaroubaceae,Simarouba,Simarouba_amara,Simaroubaceae,Simarouba,Simarouba_amara,tree,stem,standing,alive,live,NA,NA,44.5,NA,NA,NA,conventional_drying,NA,NA,elemental_analyzer_CHN_EA_1108_FISONS,cores_ground,tropical,Tropical seasonal forest/savanna,South_America,Panama,9.0743¡ N,79.6598¡ W,9.0743,-79.6598,28,3500,101,26.33749962,6.291666508,74.90077972,67.59255219,30.70000076,22.29999924,8.400001526,25.73333359,26.51666641,27.28333282,25.63333321,2294,388,10,69.21407318,1004,61,333,819,25.89999962,26.39999962,27.20000076,27.60000038,27.10000038,26.20000076,26.70000076,26.20000076,25.79999924,25.79999924,25.5,25.5,37,10,14,81,238,272,231,297,295,388,321,110,Thomas and Martin 2012 Forests,NA
38,3,2003,angiosperm,Malvaceae,Sterculia,Sterculia_apetala,Malvaceae,Sterculia,Sterculia_apetala,tree,stem,standing,alive,live,NA,NA,47,NA,NA,NA,conventional_drying,NA,NA,elemental_analyzer_CHN_EA_1108_FISONS,cores_ground,tropical,Tropical seasonal forest/savanna,South_America,Panama,9.0743¡ N,79.6598¡ W,9.0743,-79.6598,28,3500,101,26.33749962,6.291666508,74.90077972,67.59255219,30.70000076,22.29999924,8.400001526,25.73333359,26.51666641,27.28333282,25.63333321,2294,388,10,69.21407318,1004,61,333,819,25.89999962,26.39999962,27.20000076,27.60000038,27.10000038,26.20000076,26.70000076,26.20000076,25.79999924,25.79999924,25.5,25.5,37,10,14,81,238,272,231,297,295,388,321,110,Thomas and Martin 2012 Forests,NA
39,3,2003,angiosperm,Meliaceae,Swietenia,Swietenia_macrophylla,Meliaceae,Swietenia,Swietenia_macrophylla,tree,stem,standing,alive,live,NA,NA,46.5,NA,NA,NA,conventional_drying,NA,NA,elemental_analyzer_CHN_EA_1108_FISONS,cores_ground,tropical,Tropical seasonal forest/savanna,South_America,Panama,9.0743¡ N,79.6598¡ W,9.0743,-79.6598,28,3500,101,26.33749962,6.291666508,74.90077972,67.59255219,30.70000076,22.29999924,8.400001526,25.73333359,26.51666641,27.28333282,25.63333321,2294,388,10,69.21407318,1004,61,333,819,25.89999962,26.39999962,27.20000076,27.60000038,27.10000038,26.20000076,26.70000076,26.20000076,25.79999924,25.79999924,25.5,25.5,37,10,14,81,238,272,231,297,295,388,321,110,Thomas and Martin 2012 Forests,NA
40,3,2003,angiosperm,Bignoniaceae,Tabebuia,Tabebuia_rosea,Bignoniaceae,Tabebuia,Tabebuia_rosea,tree,stem,standing,alive,live,NA,NA,47,NA,NA,NA,conventional_drying,NA,NA,elemental_analyzer_CHN_EA_1108_FISONS,cores_ground,tropical,Tropical seasonal forest/savanna,South_America,Panama,9.0743¡ N,79.6598¡ W,9.0743,-79.6598,28,3500,101,26.33749962,6.291666508,74.90077972,67.59255219,30.70000076,22.29999924,8.400001526,25.73333359,26.51666641,27.28333282,25.63333321,2294,388,10,69.21407318,1004,61,333,819,25.89999962,26.39999962,27.20000076,27.60000038,27.10000038,26.20000076,26.70000076,26.20000076,25.79999924,25.79999924,25.5,25.5,37,10,14,81,238,272,231,297,295,388,321,110,Thomas and Martin 2012 Forests,NA
41,3,2003,angiosperm,Lamiaceae,Tectona,Tectona_grandis,Lamiaceae,Tectona,Tectona_grandis,tree,stem,standing,alive,live,NA,NA,49.4,NA,NA,NA,conventional_drying,NA,NA,elemental_analyzer_CHN_EA_1108_FISONS,cores_ground,tropical,Tropical seasonal forest/savanna,South_America,Panama,9.0743¡ N,79.6598¡ W,9.0743,-79.6598,28,3500,101,26.33749962,6.291666508,74.90077972,67.59255219,30.70000076,22.29999924,8.400001526,25.73333359,26.51666641,27.28333282,25.63333321,2294,388,10,69.21407318,1004,61,333,819,25.89999962,26.39999962,27.20000076,27.60000038,27.10000038,26.20000076,26.70000076,26.20000076,25.79999924,25.79999924,25.5,25.5,37,10,14,81,238,272,231,297,295,388,321,110,Thomas and Martin 2012 Forests,check family
42,3,2003,angiosperm,Ulmaceae,Trema,Trema_micrantha,Ulmaceae,Trema,Trema_micrantha,tree,stem,standing,alive,live,NA,NA,45.8,NA,NA,NA,conventional_drying,NA,NA,elemental_analyzer_CHN_EA_1108_FISONS,cores_ground,tropical,Tropical seasonal forest/savanna,South_America,Panama,9.0743¡ N,79.6598¡ W,9.0743,-79.6598,28,3500,101,26.33749962,6.291666508,74.90077972,67.59255219,30.70000076,22.29999924,8.400001526,25.73333359,26.51666641,27.28333282,25.63333321,2294,388,10,69.21407318,1004,61,333,819,25.89999962,26.39999962,27.20000076,27.60000038,27.10000038,26.20000076,26.70000076,26.20000076,25.79999924,25.79999924,25.5,25.5,37,10,14,81,238,272,231,297,295,388,321,110,Thomas and Martin 2012 Forests,NA
43,3,2003,angiosperm,Meliaceae,Trichilia,Trichilia_tuberculata,Meliaceae,Trichilia,Trichilia_tuberculata,tree,stem,standing,alive,live,NA,NA,46.1,NA,NA,NA,conventional_drying,NA,NA,elemental_analyzer_CHN_EA_1108_FISONS,cores_ground,tropical,Tropical seasonal forest/savanna,South_America,Panama,9.0743¡ N,79.6598¡ W,9.0743,-79.6598,28,3500,101,26.33749962,6.291666508,74.90077972,67.59255219,30.70000076,22.29999924,8.400001526,25.73333359,26.51666641,27.28333282,25.63333321,2294,388,10,69.21407318,1004,61,333,819,25.89999962,26.39999962,27.20000076,27.60000038,27.10000038,26.20000076,26.70000076,26.20000076,25.79999924,25.79999924,25.5,25.5,37,10,14,81,238,272,231,297,295,388,321,110,Thomas and Martin 2012 Forests,NA
44,3,2003,angiosperm,Rutaceae,Zanthoxylum,Zanthoxylum_belizense,Rutaceae,Zanthoxylum,Zanthoxylum_ekmanii,tree,stem,standing,alive,live,NA,NA,46.5,NA,NA,NA,conventional_drying,NA,NA,elemental_analyzer_CHN_EA_1108_FISONS,cores_ground,tropical,Tropical seasonal forest/savanna,South_America,Panama,9.0743¡ N,79.6598¡ W,9.0743,-79.6598,28,3500,101,26.33749962,6.291666508,74.90077972,67.59255219,30.70000076,22.29999924,8.400001526,25.73333359,26.51666641,27.28333282,25.63333321,2294,388,10,69.21407318,1004,61,333,819,25.89999962,26.39999962,27.20000076,27.60000038,27.10000038,26.20000076,26.70000076,26.20000076,25.79999924,25.79999924,25.5,25.5,37,10,14,81,238,272,231,297,295,388,321,110,Thomas and Martin 2012 Forests,NA
45,3,2003,angiosperm,Rutaceae,Zanthoxylum,Zanthoxylum_setulosum,Rutaceae,Zanthoxylum,Zanthoxylum_setulosum,tree,stem,standing,alive,live,NA,NA,45.6,NA,NA,NA,conventional_drying,NA,NA,elemental_analyzer_CHN_EA_1108_FISONS,cores_ground,tropical,Tropical seasonal forest/savanna,South_America,Panama,9.0743¡ N,79.6598¡ W,9.0743,-79.6598,28,3500,101,26.33749962,6.291666508,74.90077972,67.59255219,30.70000076,22.29999924,8.400001526,25.73333359,26.51666641,27.28333282,25.63333321,2294,388,10,69.21407318,1004,61,333,819,25.89999962,26.39999962,27.20000076,27.60000038,27.10000038,26.20000076,26.70000076,26.20000076,25.79999924,25.79999924,25.5,25.5,37,10,14,81,238,272,231,297,295,388,321,110,Thomas and Martin 2012 Forests,NA
46,4,2003,angiosperm,Lamiaceae,Tectona,Tectona_grandis,Lamiaceae,Tectona,Tectona_grandis,tree,branch,standing,alive,live,NA,NA,48.7,NA,NA,NA,conventional_drying,70,168,elemental_analyzer_CHN_EA_1108_FISONS,ground,tropical,Tropical seasonal forest/savanna,South_America,Panama,9.33333333¡ N,79.83333333¡ W,9.33333333,-79.83333333,27,2650,35,26.70416641,5.691666603,74.89034271,61.10564041,30.60000038,23,7.600000381,26.23333359,26.70000076,27.53333282,26.01666641,2223,348,15,61.05291748,897,108,292,595,26.20000076,26.60000038,27.29999924,27.79999924,27.39999962,26.89999962,27,26.60000038,26.39999962,26.29999924,26,25.89999962,56,15,37,68,187,273,264,235,243,306,348,191,Thomas and Martin 2012 Forests,NA
47,4,2003,angiosperm,Lamiaceae,Tectona,Tectona_grandis,Lamiaceae,Tectona,Tectona_grandis,tree,coarseroot,standing,alive,live,NA,NA,48.8,NA,NA,NA,conventional_drying,70,168,elemental_analyzer_CHN_EA_1108_FISONS,ground,tropical,Tropical seasonal forest/savanna,South_America,Panama,9.33333333¡ N,79.83333333¡ W,9.33333333,-79.83333333,27,2650,35,26.70416641,5.691666603,74.89034271,61.10564041,30.60000038,23,7.600000381,26.23333359,26.70000076,27.53333282,26.01666641,2223,348,15,61.05291748,897,108,292,595,26.20000076,26.60000038,27.29999924,27.79999924,27.39999962,26.89999962,27,26.60000038,26.39999962,26.29999924,26,25.89999962,56,15,37,68,187,273,264,235,243,306,348,191,Thomas and Martin 2012 Forests,NA
48,4,2003,angiosperm,Lamiaceae,Tectona,Tectona_grandis,Lamiaceae,Tectona,Tectona_grandis,tree,fineroot,standing,alive,live,NA,NA,45.2,NA,NA,NA,conventional_drying,70,168,elemental_analyzer_CHN_EA_1108_FISONS,ground,tropical,Tropical seasonal forest/savanna,South_America,Panama,9.33333333¡ N,79.83333333¡ W,9.33333333,-79.83333333,27,2650,35,26.70416641,5.691666603,74.89034271,61.10564041,30.60000038,23,7.600000381,26.23333359,26.70000076,27.53333282,26.01666641,2223,348,15,61.05291748,897,108,292,595,26.20000076,26.60000038,27.29999924,27.79999924,27.39999962,26.89999962,27,26.60000038,26.39999962,26.29999924,26,25.89999962,56,15,37,68,187,273,264,235,243,306,348,191,Thomas and Martin 2012 Forests,NA
49,4,2003,angiosperm,Lamiaceae,Tectona,Tectona_grandis,Lamiaceae,Tectona,Tectona_grandis,tree,stem,standing,alive,live,NA,NA,50.07,0.42,NA,NA,conventional_drying,70,168,elemental_analyzer_CHN_EA_1108_FISONS,ground,tropical,Tropical seasonal forest/savanna,South_America,Panama,9.33333333¡ N,79.83333333¡ W,9.33333333,-79.83333333,27,2650,35,26.70416641,5.691666603,74.89034271,61.10564041,30.60000038,23,7.600000381,26.23333359,26.70000076,27.53333282,26.01666641,2223,348,15,61.05291748,897,108,292,595,26.20000076,26.60000038,27.29999924,27.79999924,27.39999962,26.89999962,27,26.60000038,26.39999962,26.29999924,26,25.89999962,56,15,37,68,187,273,264,235,243,306,348,191,Thomas and Martin 2012 Forests,"error is 1 SD from 3 samples taken at upper, middle and lower trunk"
50,4,2003,angiosperm,Lamiaceae,Tectona,Tectona_grandis,Lamiaceae,Tectona,Tectona_grandis,tree,twig,standing,alive,live,NA,NA,47.2,NA,NA,NA,conventional_drying,70,168,elemental_analyzer_CHN_EA_1108_FISONS,ground,tropical,Tropical seasonal forest/savanna,South_America,Panama,9.33333333¡ N,79.83333333¡ W,9.33333333,-79.83333333,27,2650,35,26.70416641,5.691666603,74.89034271,61.10564041,30.60000038,23,7.600000381,26.23333359,26.70000076,27.53333282,26.01666641,2223,348,15,61.05291748,897,108,292,595,26.20000076,26.60000038,27.29999924,27.79999924,27.39999962,26.89999962,27,26.60000038,26.39999962,26.29999924,26,25.89999962,56,15,37,68,187,273,264,235,243,306,348,191,Thomas and Martin 2012 Forests,NA
51,5,2003,gymnosperm,Pinaceae,Abies,Abies_amabilis,Pinaceae,Abies,Abies_amabilis,tree,stem,standing,alive,live,NA,NA,48.55,0.99,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
52,5,2003,gymnosperm,Pinaceae,Abies,Abies_balsamea,Pinaceae,Abies,Abies_balsamea,tree,stem,standing,alive,live,NA,NA,50.08,0.45,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
53,5,2003,angiosperm,Sapindaceae,Acer,Acer_macrophyllum,Sapindaceae,Acer,Acer_macrophyllum,tree,stem,standing,alive,live,NA,NA,49.64,0.27,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
54,5,2003,angiosperm,Sapindaceae,Acer,Acer_negundo,Sapindaceae,Acer,Acer_negundo,tree,stem,standing,alive,live,NA,NA,49.34,0.53,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
55,5,2003,angiosperm,Sapindaceae,Acer,Acer_rubrum,Sapindaceae,Acer,Acer_rubrum,tree,stem,standing,alive,live,NA,NA,48.64,0.52,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
56,5,2003,angiosperm,Sapindaceae,Acer,Acer_saccharum,Sapindaceae,Acer,Acer_saccharum,tree,stem,standing,alive,live,NA,NA,49.32,0.19,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
57,5,2003,angiosperm,Betulaceae,Alnus,Alnus_rubra,Betulaceae,Alnus,Alnus_rubra,tree,stem,standing,alive,live,NA,NA,47.7,0.12,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
58,5,2003,angiosperm,Betulaceae,Betula,Betula_alleghaniensis,Betulaceae,Betula,Betula_alleghaniensis,tree,stem,standing,alive,live,NA,NA,46.27,0.33,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
59,5,2003,angiosperm,Betulaceae,Betula,Betula_papyrifera,Betulaceae,Betula,Betula_papyrifera,tree,stem,standing,alive,live,NA,NA,48.37,0.21,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
60,5,2003,angiosperm,Juglandaceae,Carya,Carya_spp,Juglandaceae,Carya,Carya_spp,tree,stem,standing,alive,live,NA,NA,48.47,0.41,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
61,5,2003,gymnosperm,Cupressaceae,Chamaecyparis,Chamaecyparis_nootkatensis,Cupressaceae,Cupressus,Cupressus_nootkatensis,tree,stem,standing,alive,live,NA,NA,52.84,0.55,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
62,5,2003,angiosperm,Fagaceae,Fagus,Fagus_grandifolia,Fagaceae,Fagus,Fagus_grandifolia,tree,stem,standing,alive,live,NA,NA,46.6,0.39,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
63,5,2003,angiosperm,Oleaceae,Fraxinus,Fraxinus_americana,Oleaceae,Fraxinus,Fraxinus_americana,tree,stem,standing,alive,live,NA,NA,48.28,0.36,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
64,5,2003,angiosperm,Oleaceae,Fraxinus,Fraxinus_nigra,Oleaceae,Fraxinus,Fraxinus_nigra,tree,stem,standing,alive,live,NA,NA,47.8,0.48,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
65,5,2003,angiosperm,Juglandaceae,Juglans,Juglans_cinerea,Juglandaceae,Juglans,Juglans_cinerea,tree,stem,standing,alive,live,NA,NA,48.53,0.36,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
66,5,2003,angiosperm,Juglandaceae,Juglans,Juglans_nigra,Juglandaceae,Juglans,Juglans_nigra,tree,stem,standing,alive,live,NA,NA,49.17,0.12,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
67,5,2003,gymnosperm,Cupressaceae,Juniperus,Juniperus_virginiana,Cupressaceae,Juniperus,Juniperus_virginiana,shrub/tree,stem,standing,alive,live,NA,NA,52.14,0.88,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
68,5,2003,gymnosperm,Pinaceae,Larix,Larix_laricina,Pinaceae,Larix,Larix_laricina,tree,stem,standing,alive,live,NA,NA,47.21,0.35,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
69,5,2003,gymnosperm,Pinaceae,Larix,Larix_occidentalis,Pinaceae,Larix,Larix_occidentalis,tree,stem,standing,alive,live,NA,NA,47.6,0.21,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
70,5,2003,gymnosperm,Pinaceae,Picea,Picea_glauca,Pinaceae,Picea,Picea_glauca,tree,stem,standing,alive,live,NA,NA,50.39,0.45,NA,NA,conventional_drying,93,168,elemental_analyzer_Carlo_Erba_CHN_1500,blocks_ground_exterior_removed,temperate,NA,North_America,Canada,NA,NA,NA,NA,-5.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas and Martin 2012 Forests,error is SD
